"site","habitat","treatment","sampling_unit","indice","valor"
"toledo","scrub","control","T51_1","delta_simpson",3.95918367346939
"toledo","scrub","control","T51_2","delta_abundancia",61
"toledo","scrub","control","T51_2","delta_riqueza",1
"toledo","scrub","control","T51_2","delta_shannon",-0.597173266646315
"toledo","scrub","control","T51_2","delta_simpson",-1.14176482618211
"toledo","scrub","control","T51_3","delta_abundancia",24
"toledo","scrub","control","T51_3","delta_riqueza",3
"toledo","scrub","control","T51_3","delta_shannon",-0.0673747419634037
"toledo","scrub","control","T51_3","delta_simpson",-1.72762645914397
"toledo","scrub","control","T52_1","delta_abundancia",24
"toledo","scrub","control","T52_1","delta_riqueza",7
"toledo","scrub","control","T52_1","delta_shannon",5.60343045121615
"toledo","scrub","control","T52_1","delta_simpson",4.73394495412844
"toledo","scrub","control","T52_2","delta_abundancia",59
"toledo","scrub","control","T52_2","delta_riqueza",11
"toledo","scrub","control","T52_2","delta_shannon",6.15339568669649
"toledo","scrub","control","T52_2","delta_simpson",3.68050314465409
"toledo","scrub","control","T52_3","delta_abundancia",10
"toledo","scrub","control","T52_3","delta_riqueza",6
"toledo","scrub","control","T52_3","delta_shannon",3.75212616681981
"toledo","scrub","control","T52_3","delta_simpson",2.65822784810127
"toledo","scrub","control","T53_1","delta_abundancia",79
"toledo","scrub","control","T53_1","delta_riqueza",16
"toledo","scrub","control","T53_1","delta_shannon",11.9415857043738
"toledo","scrub","control","T53_1","delta_simpson",9.32748199056057
"toledo","scrub","control","T53_2","delta_abundancia",6
"toledo","scrub","control","T53_2","delta_riqueza",6
"toledo","scrub","control","T53_2","delta_shannon",7.74597434089131
"toledo","scrub","control","T53_2","delta_simpson",8.66386554621849
"toledo","scrub","control","T53_3","delta_abundancia",15
"toledo","scrub","control","T53_3","delta_riqueza",2
"toledo","scrub","control","T53_3","delta_shannon",4.34424678364428
"toledo","scrub","control","T53_3","delta_simpson",4.24085576259489
"toledo","scrub","control","T64_1","delta_abundancia",61
"toledo","scrub","control","T64_1","delta_riqueza",5
"toledo","scrub","control","T64_1","delta_shannon",5.65394859039319
"toledo","scrub","control","T64_1","delta_simpson",4.97716978264174
"toledo","scrub","control","T64_2","delta_abundancia",18
"toledo","scrub","control","T64_2","delta_riqueza",3
"toledo","scrub","control","T64_2","delta_shannon",1.90820676043112
"toledo","scrub","control","T64_2","delta_simpson",0.981818181818182
"toledo","scrub","control","T64_3","delta_abundancia",30
"toledo","scrub","control","T64_3","delta_riqueza",3
"toledo","scrub","control","T64_3","delta_shannon",-1.60836275381155
"toledo","scrub","control","T64_3","delta_simpson",-3.65922122379119
"toledo","scrub","control","T65_1","delta_abundancia",26
"toledo","scrub","control","T65_1","delta_riqueza",-3
"toledo","scrub","control","T65_1","delta_shannon",-0.584858770473925
"toledo","scrub","control","T65_1","delta_simpson",0.479578392621869
"toledo","scrub","control","T65_2","delta_abundancia",93
"toledo","scrub","control","T65_2","delta_riqueza",5
"toledo","scrub","control","T65_2","delta_shannon",1.95371078455629
"toledo","scrub","control","T65_2","delta_simpson",0.351617627479698
"toledo","scrub","control","T65_3","delta_abundancia",57
"toledo","scrub","control","T65_3","delta_riqueza",6
"toledo","scrub","control","T65_3","delta_shannon",6.20356391484478
"toledo","scrub","control","T65_3","delta_simpson",6.45564545912372
"toledo","scrub","high","T56_1","delta_abundancia",1
"toledo","scrub","high","T56_1","delta_riqueza",-3
"toledo","scrub","high","T56_1","delta_shannon",-3.67558256022316
"toledo","scrub","high","T56_1","delta_simpson",-3.74509803921569
"toledo","scrub","high","T56_2","delta_abundancia",23
"toledo","scrub","high","T56_2","delta_riqueza",7
"toledo","scrub","high","T56_2","delta_shannon",5.08147263063551
"toledo","scrub","high","T56_2","delta_simpson",3.68730650154799
"toledo","scrub","high","T56_3","delta_abundancia",1
"toledo","scrub","high","T56_3","delta_riqueza",1
"toledo","scrub","high","T56_3","delta_shannon",0.88988157484231
"toledo","scrub","high","T56_3","delta_simpson",0.8
"toledo","scrub","high","T57_1","delta_abundancia",-39
"toledo","scrub","high","T57_1","delta_riqueza",0
"toledo","scrub","high","T57_1","delta_shannon",3.16977847816672
"toledo","scrub","high","T57_1","delta_simpson",3.90971707437608
"toledo","scrub","high","T57_2","delta_abundancia",10
"toledo","scrub","high","T57_2","delta_riqueza",4
"toledo","scrub","high","T57_2","delta_shannon",3.11800628602304
"toledo","scrub","high","T57_2","delta_simpson",2.68852459016393
"toledo","scrub","high","T57_3","delta_abundancia",31
"toledo","scrub","high","T57_3","delta_riqueza",9
"toledo","scrub","high","T57_3","delta_shannon",6.41374440692615
"toledo","scrub","high","T57_3","delta_simpson",4.23580034423408
"toledo","scrub","high","T58_1","delta_abundancia",25
"toledo","scrub","high","T58_1","delta_riqueza",0
"toledo","scrub","high","T58_1","delta_shannon",-0.144741980244075
"toledo","scrub","high","T58_1","delta_simpson",0.252100840336134
"toledo","scrub","high","T58_2","delta_abundancia",24
"toledo","scrub","high","T58_2","delta_riqueza",6
"toledo","scrub","high","T58_2","delta_shannon",3.39222028411084
"toledo","scrub","high","T58_2","delta_simpson",2.12639405204461
"toledo","scrub","high","T58_3","delta_abundancia",-11
"toledo","scrub","high","T58_3","delta_riqueza",1
"toledo","scrub","high","T58_3","delta_shannon",1.55089520767213
"toledo","scrub","high","T58_3","delta_simpson",1.52453468697124
"toledo","scrub","high","T59_1","delta_abundancia",65
"toledo","scrub","high","T59_1","delta_riqueza",14
"toledo","scrub","high","T59_1","delta_shannon",11.9838257066769
"toledo","scrub","high","T59_1","delta_simpson",10.2890344636257
"toledo","scrub","high","T59_2","delta_abundancia",12
"toledo","scrub","high","T59_2","delta_riqueza",6
"toledo","scrub","high","T59_2","delta_shannon",4.21845386575147
"toledo","scrub","high","T59_2","delta_simpson",2.83597883597884
"toledo","scrub","high","T59_3","delta_abundancia",27
"toledo","scrub","high","T59_3","delta_riqueza",5
